n,i,t,a
Deaf Smith,48117,1889748,0.932
Dearborn,18029,9590,0.043
Decatur,47039,20509060,0.571
Defiance,39039,126260,0.119
Delaware,42045,3150658,0.178
Delta,8029,234225,0.163
Denton,48121,197059,1.717
Des Moines,19057,180106,0.16
Desha,5041,29356,0.432
Deuel,46039,2924842,0.959
Dewey,46041,1129452,2.251
Dickey,38021,6493995,0.866
Dickinson,26043,2361381,0.891
Dillon,45033,45576,0.069
Dixon,31051,1170355,0.783
Dodge,55027,2776704,0.107
Dona Ana,35013,3324,0.064
Doniphan,20043,44311,0.023
Donley,48129,20254,0.193
Dooly,13093,15303,0.694
Door,55029,214279,0.46
Dorchester,45035,186788,0.132
Dougherty,13095,5977,0.486
Douglas,8035,90329628,1.076
Drew,5043,6431,1.227
Dubois,18037,234777,0.143
Dubuque,19061,85193,0.021
Dundy,31057,575732,0.081
Dunklin,29069,11513,0.024
Dunn,55033,9407748,2.65
Duplin,37061,193934,0.286
Dutchess,36027,2114,0.03
Early,13099,149064,1.64
East Carroll,22035,8258,0.044
Eaton,26045,245860,0.263
Eau Claire,55035,689380,0.842
Eddy,38027,469660,1.148
Edgar,17045,126414,0.098
Edgecombe,37065,15702,0.171
Edmonson,21061,9396,0.169
Edmunds,46045,17531309,6.911
Edwards,48137,1689645,0.484
Effingham,17049,243910,0.322
Elbert,8039,114796,0.631
Elk,42047,174398,0.838
Elkhart,18039,6426,0.029
Ellis,48139,6380427,2.953
Ellsworth,20053,46297,0.723
Elmore,16039,74490,0.998
Emanuel,13107,34882,0.507
Emmet,26047,330408,0.071
Emmons,38029,3274946,3.538
Erath,48143,9357,0.172
Erie,42049,1378293,0.359
Escambia,12033,105790,1.414
Essex,51057,156680,0.019
Evangeline,22039,1113,0.057
Evans,13109,15291,0.38
Fairfield,9001,77508,0.024
Fall River,46047,8614,1.139
Fallon,30025,2090,0.902
Falls,48145,255785,0.277
Fannin,48147,1791494,3.946
Faribault,27043,361617,0.042
Faulk,46049,12016905,5.897
Faulkner,5045,17649,0.787
Fauquier,51061,46917,0.11
Fayette,54019,11190201,0.177
Fillmore,31059,3392100,0.278
Finney,20055,1366091,0.886
Fleming,21069,15045,0.465
Florence,55037,60330,0.075
Floyd,51063,4882590,1.074
Ford,20057,949356,0.102
Fort Bend,48157,14430,0.047
Foster,38031,389423,0.374
Fountain,18045,272486,0.266
Franklin,53021,170590056,0.716
Frederick,51069,1163520,0.594
Freeborn,27047,525786,0.118
Fremont,8043,722688,0.051
Fresno,6019,36,0.0
Frio,48163,1561,0.095
Frontier,31063,2537091,1.693
Fulton,5049,3329880,0.174
Furnas,31065,3432141,0.792
Gadsden,12039,25130,1.129
Gage,31067,331230,0.08
Gallatin,30031,760128,0.052
Garden,31069,234415,0.415
Garfield,8045,1127562,0.544
Garvin,40049,329049,3.654
Gasconade,29073,7623,0.222
Geary,20061,103751,0.638
Genesee,36037,577498,0.361
Geneva,1061,371853,3.337
Gentry,29075,112362,0.071
Georgetown,45043,756,0.012
Gibson,47053,2219766,0.264
Gilchrist,12041,503,0.015
Giles,51071,533236,1.565
Gillespie,48171,39004,1.102
Gladwin,26051,56046,0.318
Gloucester,51073,100378,0.178
Golden Valley,38033,53796,0.149
Gonzales,48177,173183,1.622
Goodhue,27049,448973,0.122
Goshen,56015,536378,0.912
Gosper,31073,831244,0.394
Gove,20063,5064094,3.128
Grady,40051,542572,2.333
Graham,4009,7332528,1.834
Grand Forks,38035,719860,0.553
Grand Traverse,26055,2050,0.037
Grant,55043,95940180,0.58
Granville,37077,1667,0.064
Gratiot,26057,174703,0.258
Graves,21083,146374,0.145
Gray,48179,2013264,0.687
Grayson,51077,6102090,0.913
Greeley,31077,4632822,0.717
Green,55045,217320,0.058
Green Lake,55047,183487,0.33
Greene,51079,35441644,0.26
Greensville,51081,2010,0.409
Greenwood,45047,338946,1.095
Gregory,46053,2620789,2.581
Grenada,28043,13110,0.512
Griggs,38039,246026,0.366
Grundy,47061,405868,0.179
Guadalupe,48187,2168866,2.681
Guilford,37081,17429,0.226
Guthrie,19077,21271,0.01
Haakon,46055,195227,0.933
Hale,48189,1884472,3.105
Halifax,51083,101008,0.31
Hall,48191,2056779,0.243
Hamblen,47063,23554,2.034
Hamilton,48193,11708790,0.177
Hamlin,46057,1797083,0.979
Hampden,25013,5129,1.495
Hampshire,54027,42000,1.649
Hampton,51650,70006,0.21
Hancock,54029,9046960,0.102
Hand,46059,12422479,2.937
Hanover,51085,148076,0.264
Hansford,48195,170551,0.233
Hanson,46061,8786380,2.094
Hardeman,48197,70528,0.877
Hardin,48199,3814434,0.122
Harding,46063,79274,2.59
Hardy,54031,40562,0.324
Harford,24025,65906,0.126
Harlan,31083,3076340,0.893
Harnett,37085,24320,0.029
Harper,40059,99508,2.706
Harris,48201,7198,0.01
Harrison,54033,36526424,0.401
Hartford,9003,35462,1.563
Harvey,20079,142624,0.297
Haskell,48207,2309838,0.398
Hayes,31085,1137799,0.366
Hays,48209,141366,1.62
Haywood,47075,37060,0.247
Henderson,48213,2265860,0.158
Hendricks,18063,2365,0.036
Hennepin,27053,68660,0.256
Henry,51089,10345880,0.29
Herkimer,36043,88036,1.7
Hertford,37091,6902,0.088
Hettinger,38041,223606,1.857
Hickman,47081,7456,0.006
Hidalgo,48215,313962,0.191
Highland,51091,37734,0.064
Hill,48217,14210610,4.248
Hillsdale,26059,77304,0.103
Hitchcock,31087,1922292,1.006
Hodgeman,20083,121344,0.22
Hoke,37093,21929,0.147
Holmes,39075,993342,0.588
Holt,31089,2191648,0.295
Hopkins,48223,126856,0.207
Horry,45051,82603,0.232
Houston,48225,1592480,1.409
Howard,5061,4135145,0.081
Hubbard,27057,79215,0.538
Hughes,46065,4554732,2.876
Humboldt,6023,193581,0.024
Hunt,48231,401575,2.219
Hunterdon,34019,9456,0.069
Huntingdon,42061,202005,0.185
Huntington,18069,102853,0.148
Huron,39077,324238,0.065
Hutchinson,48233,22375492,1.151
Hyde,46069,8774356,1.514
Ida,19093,3969037,1.564
Independence,5063,14733,0.068
Indiana,42063,312912,0.181
Ingham,26065,70626,0.168
Ionia,26067,158464,0.112
Iowa,55049,138450,0.013
Iredell,37097,38867,0.136
Iroquois,17075,123827,0.013
Irwin,13155,117886,1.268
Isabella,26073,323662,0.463
Isanti,27059,570701,0.74
Itawamba,28057,64306,1.362
Jackson,8057,112531368,0.354
Jasper,48241,4527584,0.09
Jay,18075,759163,0.47
Jeff Davis,48243,89778,3.118
Jefferson,8059,57399550,0.22
Jenkins,13165,14919,0.212
Jennings,18079,991244,1.0
Jerauld,46073,4998608,4.99
Jersey,17083,598445,0.226
Jewell,20089,461324,0.911
Jim Wells,48249,553075,1.16
Jo Daviess,17085,124283,0.452
Johnson,56019,14715696,0.369
Johnston,40069,60174,0.256
Jones,48253,3139176,0.479
Juneau,55057,95754,0.041
Juniata,42067,85895,0.165
Kalamazoo,26077,9590,0.07
Kanabec,27065,370309,1.284
Kandiyohi,27067,513616,0.273
Kankakee,17091,161688,0.026
Karnes,48255,570494,1.86
Kay,40071,810438,1.233
Kearney,31099,196267,0.056
Kearny,20093,268307,0.167
Keith,31101,2152476,1.722
Kendall,48259,12492,0.002
Kenosha,55059,12522,0.012
Kent,48263,998715,0.068
Keokuk,19107,58325,0.015
Kewaunee,55061,922872,1.098
Keya Paha,31103,158079,0.822
Kidder,38043,576639,0.699
Kimball,31105,115045,0.145
King William,51101,64787,0.09
King and Queen,51097,31112,0.054
Kingman,20095,23315,0.692
Kingsbury,46077,5817479,0.833
Kiowa,8061,4827612,0.889
Kit Carson,8063,5006392,0.584
Kittson,27069,11616,0.109
Knox,48275,39392559,0.308
Kosciusko,18085,51219,0.151
Kossuth,19109,655710,0.233
La Crosse,55063,33531,0.104
La Moure,38045,2221370,0.641
La Porte,18091,32623,0.022
La Salle,48283,61491,0.003
Labette,20099,103943,0.28
Lafayette,55065,1865118,0.142
Lake,8065,10103016,0.101
Lake of the Woods,27077,6342,0.337
Lamar,48277,3397864,2.225
Lamb,48279,62307,0.461
Lancaster,51103,1777152,0.069
Lane,41039,1020384,1.739
Langlade,55067,146103,0.583
Lanier,13173,10064,0.749
Lapeer,26087,27039,0.172
Laramie,56021,17924,0.212
Larimer,8069,272918,1.316
Larue,21123,5799,0.006
Lauderdale,47097,441825,0.684
Laurens,45059,120072,1.184
Lavaca,48285,80194,0.791
Lawrence,5075,25973134,0.602
Le Flore,40079,8414,0.193
Le Sueur,27079,261808,0.186
Lea,35025,15304,0.415
Leavenworth,20103,243487,0.414
Lebanon,42075,72473,0.352
Lee,51105,10623492,0.327
Leflore,28083,27466,1.107
Lehigh,42077,123106,0.122
Lenawee,26091,124016,0.088
Lenoir,37107,163705,0.41
Lewis,54041,2675946,0.067
Lexington,51678,2582,0.014
Liberty,48291,234176,0.224
Licking,39089,101900,0.025
Limestone,48293,423536,0.545
Lincoln,8073,121319016,0.819
Linn,41043,287548,0.057
Litchfield,9005,56357,1.81
Little River,5081,32039,0.513
Live Oak,48297,280338,1.141
Livingston,36051,1739082,0.129
Logan,8075,56147780,0.47
Lonoke,5085,1130,0.022
Lorain,39093,276964,0.316
Louisa,51109,106566,0.075
Loup,31115,87237,0.371
Lowndes,28087,1034586,1.721
Lucas,39095,372544,0.377
Luzerne,42079,99043,0.616
Lycoming,42081,6101,0.028
Lyman,46085,2253773,2.629
Lyon,32019,6414320,0.199
Macomb,26099,73149,0.504
Macon,47111,495054,0.362
Macoupin,17117,2525487,0.31
Madison,51113,74832160,0.494
Mahaska,19123,199506,0.064
Mahnomen,27087,210807,0.205
Mahoning,39099,182953,1.188
Manitowoc,55071,554885,0.539
Marathon,55073,1082702,0.48
Marinette,55075,292055,0.404
Marion,54049,18253461,0.234
Marquette,55077,719806,0.301
Marshall,54051,123020652,0.565
Martin,48317,691548,0.206
Mason,54053,755004,0.319
Massac,17127,66554,0.075
Matagorda,48321,65204,0.23
Maury,47119,55303,0.377
McClain,40087,177424,2.045
McCook,46087,2754780,0.598
McCracken,21145,52093,0.134
McCurtain,40089,163133,0.287
McDonough,17109,130122,0.038
McHenry,38049,283908,0.084
McIntosh,40091,2895363,1.632
McKenzie,38053,48433,0.961
McLean,38055,599154,0.033
McLennan,48309,1718272,1.51
McLeod,27085,172471,0.072
McMinn,47107,124019,2.636
McNairy,47109,25416,0.484
McPherson,46089,20936007,3.132
Meade,46093,268218,0.211
Mecklenburg,51117,2674,0.024
Mecosta,26107,48762,0.158
Medina,48325,1173994,0.82
Meeker,27093,576292,0.204
Mellette,46095,113393,0.939
Menard,48327,169682,0.152
Menominee,55078,78490,0.19
Mercer,54055,8413656,0.218
Merrick,31121,199372,0.177
Miami,39109,836193,0.154
Midland,48329,135482,0.163
Mifflin,42087,72661,0.126
Milam,48331,373315,0.287
Mille Lacs,27095,373385,1.038
Miller,5091,150627,0.207
Mills,48333,685960,0.091
Miner,46097,3554908,1.276
Minnehaha,46099,665702,0.295
Missaukee,26113,25451,0.055
Mississippi,5093,52701,0.2
Mitchell,48335,6439830,0.646
Mobile,1097,293,0.087
Moniteau,29135,86173,0.532
Monmouth,34025,7823,0.692
Monona,19133,5831376,1.623
Monroe,55081,28013994,0.494
Montcalm,26117,78306,0.251
Montgomery,51121,52657848,0.461
Montour,42093,9292,0.233
Moody,46101,963526,0.235
Moore,48341,63120,0.247
Morehouse,22067,855385,0.749
Morgan,8087,27810750,0.536
Morrill,31123,182002,0.221
Morris,48343,1027608,0.627
Morrison,27097,2731332,1.43
Morrow,41049,602902,0.191
Morton,38059,3400654,1.223
Moultrie,17139,34900,0.013
Mountrail,38061,6184,0.284
Mower,27099,298610,0.038
Muhlenberg,21177,48911,0.104
Murray,40099,138171,0.018
Muscatine,19139,67130,0.235
Muskegon,26121,80764,0.544
Muskingum,39119,80722,0.18
Muskogee,40101,11070,2.34
Nance,31125,186696,0.063
Nash,37127,1730,0.054
Navarro,48349,535176,2.832
Nelson,51125,1946955,0.397
Nemaha,31127,6646318,0.36
Neosho,20133,368145,0.486
Ness,20135,198064,0.857
New Castle,10003,5907,0.008
New London,9011,44235,0.889
New Madrid,29143,10939,0.013
Newaygo,26123,47343,0.095
Newton,5101,190830,0.008
Niagara,36063,12116,0.031
Nicholas,54067,4874,0.142
Nicollet,27103,121514,0.04
Noble,40103,400656,0.235
Nobles,27105,159922,0.026
Nodaway,29147,144190,0.039
Norman,27107,129836,0.047
Northampton,51131,390384,0.165
Northumberland,51133,155422,0.075
Norton,51720,4761652,1.549
Nowata,40105,9119,0.367
Noxubee,28103,263077,1.821
Nuckolls,31129,1546064,0.852
Nueces,48355,231668,1.227
Obion,47131,32621,0.023
Oceana,26127,37526,0.239
Oconto,55083,731223,0.459
Ogemaw,26129,52745,0.677
Ogle,17141,30213,0.002
Ohio,54069,402944,0.261
Okaloosa,12091,1641,0.641
Oklahoma,40109,51476,0.82
Okmulgee,40111,27961,1.746
Oliver,38065,220353,1.465
Olmsted,27109,48900,0.068
Oneida,55085,22302,0.208
Onondaga,36067,81573,1.346
Onslow,37133,41925,0.253
Ontario,36069,8482,0.059
Orange,6059,984920,0.141
Orangeburg,45075,45048,0.275
Orleans,50019,730776,1.075
Osage,40113,928377,0.24
Osborne,20141,479830,1.989
Osceola,26133,626931,0.213
Oswego,36075,7006,0.213
Otero,8089,2717808,4.634
Otoe,31131,193660,0.032
Otsego,36077,119206,0.789
Ottawa,40115,1987344,0.54
Ouachita,5103,24880,0.1
Outagamie,55087,1072859,0.63
Owen,21187,367372,0.519
Owyhee,16073,5030,0.219
Ozaukee,55089,40821,0.09
Page,51139,83750,0.004
Palo Alto,19147,463430,0.15
Panola,48365,54938,1.447
Park,8093,1137,0.001
Parke,18121,209208,0.155
Parmer,48369,1639562,0.798
Pasquotank,37139,34823,0.325
Patrick,51141,5582,0.504
Paulding,39125,289092,0.229
Pawnee,40117,3302022,0.986
Peach,13225,9774,2.73
Pembina,38067,168008,0.161
Pemiscot,29155,49844,0.231
Pender,37141,12601,0.056
Pennington,46103,257628,0.947
Penobscot,23019,2885,0.19
Peoria,17143,201278,0.128
Pepin,55091,580380,1.516
Perkins,46105,9979960,1.398
Perquimans,37143,3004,0.014
Perry,5105,7633670,0.317
Person,37145,5626,0.191
Pettis,29159,701139,0.537
Phelps,31137,656964,0.054
Phillips,8095,15463720,1.182
Piatt,17147,10524,0.001
Pickaway,39129,80536,0.092
Pierce,55093,10464680,0.496
Pike,5109,12198930,0.389
Pinal,4021,57618,2.468
Pine,27115,221031,1.216
Pipestone,27117,406967,0.165
Pitt,37147,72991,0.215
Pittsylvania,51143,305423,0.889
Platte,56031,2425080,0.388
Plymouth,25023,4552416,0.759
Pocahontas,54075,385208,0.188
Pointe Coupee,22077,2756,0.041
Polk,55095,41434500,1.052
Pontotoc,40123,58736,0.582
Pope,5115,5525937,0.519
Portage,55097,1131564,0.641
Porter,18127,31347,0.03
Posey,18129,599559,0.114
Pottawatomie,40125,1210302,0.886
Potter,48375,22793100,3.605
Poweshiek,19157,43560,0.009
Pratt,20151,130183,0.169
Preble,39135,49501,0.05
Prentiss,28117,69904,2.498
Presque Isle,26141,5563,0.27
Price,55099,16322,0.21
Prince Edward,51147,19379,0.229
Prince George,51149,1314,0.011
Prowers,8099,3085752,2.631
Pueblo,8101,402841,2.498
Pulaski,5119,775033,0.058
Putnam,54079,1700667,0.049
Quay,35037,36457,2.027
Queen Anne's,24035,14061,0.041
Quitman,28119,296124,1.036
Racine,55101,63362,0.284
Ralls,29173,55533,0.043
Ramsey,38071,6340472,0.889
Randolph,54083,8515968,0.335
Ransom,38073,2535831,0.974
Rapides,22079,9361,0.069
Rawlins,20153,3421340,1.337
Ray,29177,49590,0.069
Red Lake,27125,23599,0.228
Red River,48387,162236,0.582
Red Willow,31145,3826125,1.601
Redwood,27127,170770,0.07
Refugio,48391,193884,1.373
Reno,20155,277526,0.922
Rensselaer,36083,175242,1.624
Renville,38075,316964,0.404
Republic,20157,428835,0.433
Rice,27131,1619672,0.453
Richardson,31147,212053,0.075
Richland,55103,25278687,0.203
Richmond,51760,7970,0.002
Riley,20161,206250,0.835
Ringgold,19159,157758,0.047
Ripley,29181,1400634,0.438
Roberts,48393,6512168,0.73
Robertson,48395,346599,0.042
Robeson,37155,202160,0.272
Rock,55105,1257714,0.087
Rock Island,17161,33265,0.016
Rockbridge,51163,31084,0.122
Rockingham,51165,507288,0.448
Rolette,38079,137979,1.552
Rooks,20163,167123,0.461
Roosevelt,35041,24686,0.58
Roseau,27135,140203,0.375
Rosebud,30087,67387,1.935
Ross,39141,62148,0.048
Rowan,37159,24470,0.242
Rush,20165,483722,0.872
Rusk,55107,947424,2.258
Russell,51167,332764,1.339
Rutland,50021,36339,0.823
Sac,19161,4209145,1.035
Saginaw,26145,319750,0.472
Salem,51775,98168,0.122
Saline,5125,4369275,0.35
Sampson,37163,157828,0.126
San Patricio,48409,169091,1.245
Sanborn,46111,6998467,2.436
Sandusky,39143,228012,0.16
Sangamon,17167,111303,0.039
Sanilac,26151,22952,0.025
Sanpete,49039,3614,1.64
Santa Rosa,12113,462,0.295
Saratoga,36091,126847,2.106
Sargent,38081,5397589,1.526
Sarpy,31153,207154,0.374
Sauk,55111,163579,0.068
Saunders,31155,293375,0.142
Sawyer,55113,391668,1.794
Schley,13249,17231,2.281
Schoharie,36095,2851,0.145
Schuyler,36097,2191725,0.169
Schuylkill,42107,96720,0.097
Scioto,39145,1453,0.087
Scotland,37165,64298,0.02
Scott,5127,24918157,0.24
Scotts Bluff,31157,739655,0.477
Screven,13251,30911,0.221
Sedgwick,8115,1739364,0.831
Seminole,40133,82143,1.075
Seneca,39147,509154,0.204
Seward,31159,3487198,0.466
Shannon,46113,23656,0.311
Shawano,55115,655183,0.461
Shawnee,20177,357141,0.395
Sheboygan,55117,317810,0.685
Shelby,48419,10439496,0.156
Shenandoah,51171,38433,0.118
Sherburne,27141,661915,1.712
Sheridan,56033,74188635,2.524
Sherman,48421,16191500,0.501
Shiawassee,26155,322797,0.356
Sibley,27143,85244,0.037
Simpson,28127,47648,0.021
Sioux,38085,7152810,1.167
Slope,38087,20118,0.93
Smith,48423,3111024,1.555
Smyth,51173,20502,0.81
Snyder,42109,82611,0.3
Somerset,42111,312060,0.211
Southampton,51175,12035,0.334
Spencer,21215,1049434,0.329
Spink,46115,12882397,1.595
Spotsylvania,51177,13401,0.113
Stafford,51179,452676,0.267
Stanley,46117,78229,0.977
Stanly,37167,10101,0.067
Stanton,31167,4155846,0.512
Stark,39151,1586199,0.426
Starke,18149,9974,0.05
Starr,48427,222243,0.439
Stearns,27145,7645413,1.79
Steele,38091,1939448,0.156
Stephenson,17177,29451,0.013
Steuben,36101,33566,0.635
Stevens,53065,5626764,0.36
Stewart,47161,120406,1.342
Stoddard,29207,70177,0.207
Story,19169,38471,0.012
Stutsman,38093,1205395,0.724
Sullivan,47163,3555144,0.218
Sully,46119,8486644,4.814
Sumner,47165,326378,0.56
Sumter,45085,760940,0.831
Surry,51181,72554,0.08
Susquehanna,42115,31349,0.421
Sussex,51183,769803,0.132
Swift,27151,1000637,0.122
Swisher,48437,199,0.012
Switzerland,18155,150783,0.821
Talbot,24041,106238,0.042
Tallahatchie,28135,35239,0.453
Tama,19171,163874,0.033
Tattnall,13267,27163,0.176
Taylor,55119,3684765,0.531
Tazewell,51185,90948,0.029
Telfair,13271,3173,0.302
Tensas,22107,25506,0.053
Terrell,48443,243226,1.521
Texas,48000,664158,0.099
Thayer,31169,485836,0.151
Thomas,31171,26858193,1.266
Thurston,53067,1175852,0.342
