n,i,t,a
Chautauqua,36013,49965,0.646
Columbia,36021,17596,0.143
Erie,36029,1649,0.045
Franklin,36033,13529,0.3
Genesee,36037,29179,0.216
Herkimer,36043,37639,1.51
Jefferson,36045,9346,0.141
Livingston,36051,58600,0.251
Monroe,36055,76607,0.48
Montgomery,36057,64832,0.595
Onondaga,36067,2027,0.021
Ontario,36069,35538,0.106
Orange,36071,10581,0.034
Orleans,36073,105421,0.09
Otsego,36077,8430,0.302
Rensselaer,36083,1679,0.015
St Lawrence,36089,160140,0.377
Saratoga,36091,17720,0.216
Schuyler,36097,7271,0.656
Seneca,36099,10303,0.115
Steuben,36101,1244,0.014
Suffolk,36103,28439,0.952
Tioga,36107,2952,0.23
Tompkins,36109,6782,0.451
Washington,36115,5763,0.331
Wayne,36117,2586,0.008
Wyoming,36121,20224,0.099
Yates,36123,16386,0.196
Alamance,37001,3441,0.022
Alexander,37003,6000,0.286
Alleghany,37005,14685,0.21
Beaufort,37013,179683,0.207
Bertie,37015,13512,0.058
Bladen,37017,13918,0.035
Brunswick,37019,150062,0.377
Buncombe,37021,595,0.05
Cabarrus,37025,1924,0.016
Camden,37029,2510,0.004
Carteret,37031,1031286,0.784
Caswell,37033,354,0.573
Chowan,37041,468,0.07
Columbus,37047,372698,0.636
Craven,37049,37590,0.649
Cumberland,37051,37133,0.21
Currituck,37053,21402,0.137
Davidson,37057,266,0.002
Davie,37059,729,0.012
Duplin,37061,227443,0.181
Durham,37063,10210,1.808
Edgecombe,37065,90776,0.182
Franklin,37069,60802,1.044
Gates,37073,26094,0.221
Granville,37077,23823,1.391
Greene,37079,5704,0.101
Guilford,37081,83999,0.613
Halifax,37083,50924,0.257
Harnett,37085,111106,1.022
Henderson,37089,14335,3.04
Hertford,37091,70154,0.435
Hoke,37093,4906,0.152
Hyde,37095,356513,0.47
Iredell,37097,3240,0.012
Johnston,37101,62102,0.407
Jones,37103,6726,0.109
Lenoir,37107,90269,0.6
Lincoln,37109,110,0.117
Martin,37117,1900,0.092
Montgomery,37123,2526,0.109
Moore,37125,5617,0.059
Nash,37127,2722,0.056
Northampton,37131,19732,0.676
Onslow,37133,48218,0.722
Orange,37135,80688,1.322
Pamlico,37137,47948,1.069
Pasquotank,37139,33790,0.1
Pender,37141,13206,0.165
Perquimans,37143,4030,0.152
Person,37145,34365,0.782
Pitt,37147,5506,0.063
Richmond,37153,3310,0.133
Robeson,37155,130652,0.142
Rockingham,37157,34998,0.777
Sampson,37163,127998,0.203
Stanly,37167,4598,0.02
Surry,37171,2461,0.021
Tyrrell,37177,97301,0.373
Union,37179,1870,0.003
Vance,37181,2958,1.277
Wake,37183,8092,0.69
Warren,37185,45637,4.676
Washington,37187,119315,0.393
Wayne,37191,176832,0.739
Wilson,37195,4762,0.017
Adams,38001,1276,0.014
Barnes,38003,583503,0.225
Benson,38005,225831,0.32
Bottineau,38009,4671,0.101
Bowman,38011,8281,0.054
Burleigh,38015,5535,0.003
Cass,38017,1649209,0.576
Cavalier,38019,16902,0.14
Dickey,38021,3286628,0.715
Eddy,38027,79407,0.419
Emmons,38029,157609,0.495
Foster,38031,67473,0.134
Grand Forks,38035,1378451,1.168
Grant,38037,9027,0.053
Griggs,38039,152660,0.652
Hettinger,38041,422,0.003
Kidder,38043,23385,0.036
La Moure,38045,1140166,0.407
Logan,38047,5433,0.095
McHenry,38049,66214,0.135
McIntosh,38051,18954,0.289
McLean,38055,10508,0.264
Morton,38059,10643,0.495
Mountrail,38061,812,0.107
Nelson,38063,439620,0.646
Pembina,38067,846583,1.331
Pierce,38069,67181,0.305
Ramsey,38071,1397462,0.326
Ransom,38073,1098701,0.523
Renville,38075,4487,0.135
Richland,38077,2147184,0.507
Rolette,38079,32686,0.731
Sargent,38081,1990400,0.798
Sheridan,38083,3626,0.053
Sioux,38085,4690,0.332
Slope,38087,540,0.006
Stark,38089,2507,0.03
Steele,38091,2356010,1.016
Stutsman,38093,632963,0.207
Towner,38095,26211,0.163
Traill,38097,2717889,1.143
Walsh,38099,189107,0.845
Ward,38101,387,0.004
Wells,38103,35402,0.064
Adams,39001,55562,0.177
Allen,39003,440001,0.269
Ashland,39005,175663,0.119
Ashtabula,39007,91849,0.212
Athens,39009,10866,0.117
Auglaize,39011,462831,0.393
Brown,39015,99556,0.119
Butler,39017,175639,0.157
Carroll,39019,208739,0.416
Champaign,39021,3203150,1.743
Clark,39023,1978596,0.987
Clermont,39025,124910,0.336
Clinton,39027,585249,0.464
Columbiana,39029,216217,0.328
Coshocton,39031,219779,0.668
Crawford,39033,633310,0.418
Darke,39037,2138454,0.603
Defiance,39039,194720,0.258
Delaware,39041,175606,0.139
Erie,39043,125461,0.448
Fairfield,39045,1501212,1.736
Fayette,39047,1927257,0.951
Franklin,39049,627074,1.874
Fulton,39051,80807,0.055
Gallia,39053,7144,0.396
Greene,39057,445902,0.365
Hamilton,39061,12090,0.08
Hancock,39063,748825,0.453
Hardin,39065,591594,0.337
Henry,39069,151573,0.172
Highland,39071,141658,0.189
Holmes,39075,175127,0.241
Huron,39077,380709,0.261
Jackson,39079,36726,1.158
Knox,39083,172677,0.065
Lawrence,39087,6113,0.854
Licking,39089,648760,0.23
Logan,39091,573705,0.451
Lorain,39093,132666,0.128
Lucas,39095,14749,0.054
Madison,39097,2062258,1.204
Mahoning,39099,81803,0.284
Marion,39101,276450,0.374
Medina,39103,41803,0.155
Mercer,39107,1066768,0.521
Miami,39109,1146889,0.991
Montgomery,39113,589826,1.329
Morrow,39117,389547,0.376
Muskingum,39119,90818,0.486
Ottawa,39123,82816,0.192
Paulding,39125,367321,0.195
Perry,39127,319348,2.046
Pickaway,39129,3804523,2.032
Pike,39131,66552,0.138
Portage,39133,38596,0.205
Preble,39135,769660,0.477
Putnam,39137,405067,0.507
Richland,39139,306317,0.405
Ross,39141,774276,0.796
Sandusky,39143,165013,0.16
Scioto,39145,6741,0.199
Seneca,39147,426759,0.216
Shelby,39149,548134,0.458
Stark,39151,233700,0.264
Trumbull,39155,49227,0.302
Tuscarawas,39157,60509,0.356
Union,39159,352524,0.309
Van Wert,39161,1071700,0.639
Warren,39165,381395,0.462
Washington,39167,157572,0.993
Wayne,39169,91933,0.058
Williams,39171,68455,0.06
Wood,39173,247247,0.138
Wyandot,39175,599451,0.449
Bryan,40013,3014,0.352
Caddo,40015,4428,0.05
Canadian,40017,2058,0.172
Cimarron,40025,151711,0.437
Comanche,40031,11749,0.4
Cotton,40033,2294,0.119
Craig,40035,3440,0.038
Garvin,40049,10648,0.321
Grant,40053,21977,0.17
Kay,40071,69309,0.094
Le Flore,40079,2055,0.291
Logan,40083,11102,0.532
McCurtain,40089,375367,1.066
Major,40093,2585,0.043
Muskogee,40101,22150,0.419
Noble,40103,15558,0.471
Nowata,40105,2856,0.171
Oklahoma,40109,14639,1.585
Okmulgee,40111,3450,0.043
Ottawa,40115,718,0.006
Texas,40139,304570,0.104
Tillman,40141,85292,0.451
Wagoner,40145,11638,0.71
Malheur,41045,34764,0.279
Umatilla,41059,121221,0.379
Adams,42001,74416,0.076
Armstrong,42005,267912,1.166
Beaver,42007,48524,1.081
Bedford,42009,883263,0.935
Berks,42011,197713,0.401
Blair,42013,96627,0.162
Bradford,42015,123801,0.653
Bucks,42017,93944,0.657
Butler,42019,212427,1.052
Cambria,42021,90309,0.305
Carbon,42025,79470,1.32
Centre,42027,169112,0.391
Chester,42029,26391,0.158
Clarion,42031,48063,0.487
Clearfield,42033,22433,0.69
Clinton,42035,48635,0.67
Columbia,42037,226682,0.835
Crawford,42039,115897,0.327
Cumberland,42041,296418,0.298
Dauphin,42043,31542,0.088
Erie,42049,150624,0.541
Fayette,42051,208214,1.696
Franklin,42055,417516,0.175
Fulton,42057,111403,0.581
Huntingdon,42061,613128,0.842
Indiana,42063,437128,0.472
Jefferson,42065,29027,0.295
Juniata,42067,24623,0.078
Lancaster,42071,28909,0.017
Lawrence,42073,17889,0.144
Lebanon,42075,5265,0.008
Lehigh,42077,283949,0.583
Luzerne,42079,71304,0.495
Lycoming,42081,4466,0.065
Mercer,42085,31556,0.152
Mifflin,42087,269013,0.49
Monroe,42089,52737,0.434
Montgomery,42091,47739,0.645
Montour,42093,35520,0.788
Northampton,42095,67088,0.1
Northumberland,42097,104685,0.316
Perry,42099,16885,0.025
Potter,42105,10148,0.21
Schuylkill,42107,107660,0.47
Snyder,42109,217890,1.149
Somerset,42111,41283,0.268
Susquehanna,42115,49773,0.578
Tioga,42117,3378,0.32
Union,42119,92215,0.562
Venango,42121,18743,0.843
Warren,42123,10728,0.24
Washington,42125,161448,1.615
Wayne,42127,4695,0.282
Westmoreland,42129,387501,1.238
Wyoming,42131,72454,0.483
York,42133,48095,0.166
Aiken,45003,2403,0.131
Allendale,45005,18147,0.528
Bamberg,45009,14718,0.181
Barnwell,45011,6538,0.075
Berkeley,45015,9481,0.23
Calhoun,45017,5740,0.044
Chesterfield,45025,3257,0.019
Clarendon,45027,7875,0.012
Colleton,45029,4946,0.056
Darlington,45031,16973,0.034
Dillon,45033,12299,0.037
Dorchester,45035,8837,0.169
Florence,45041,31554,0.131
Georgetown,45043,9794,0.599
Hampton,45049,20187,0.183
Horry,45051,96673,0.254
Lee,45061,10182,0.006
Lexington,45063,2537,0.242
Marion,45067,3344,0.026
Orangeburg,45075,24955,0.112
Richland,45079,7214,0.126
Spartanburg,45083,486,0.047
Sumter,45085,18505,0.017
Williamsburg,45089,74376,0.238
Aurora,46003,2997529,1.753
Beadle,46005,855228,0.224
Bon Homme,46009,2912040,1.216
Brookings,46011,170657,0.074
Brown,46013,2901951,0.364
Brule,46015,1840971,1.502
Buffalo,46017,349375,0.966
Butte,46019,12945,0.122
Campbell,46021,90504,0.171
Charles Mix,46023,3172259,1.186
Clark,46025,473050,0.321
Clay,46027,2330201,0.396
Codington,46029,428485,0.302
Corson,46031,1018,0.003
Custer,46033,12523,0.688
Davison,46035,2454092,1.143
Day,46037,439618,0.181
Deuel,46039,410754,0.379
Dewey,46041,16005,0.061
Douglas,46043,2020392,1.415
Edmunds,46045,268009,0.096
Fall River,46047,2150,0.527
Faulk,46049,656533,0.302
Grant,46051,172983,0.191
Gregory,46053,885815,0.836
Haakon,46055,94525,0.609
Hamlin,46057,400038,0.246
Hand,46059,613218,0.083
Hanson,46061,2863279,0.897
Harding,46063,47082,1.522
Hughes,46065,731263,1.134
Hutchinson,46067,5356698,0.783
Hyde,46069,728800,0.527
Jackson,46071,3953,0.25
Jerauld,46073,1360247,0.988
Jones,46075,100152,0.479
Kingsbury,46077,1093573,0.168
Lake,46079,297641,0.092
Lincoln,46083,1566706,0.419
Lyman,46085,971418,1.13
McCook,46087,2324719,0.456
McPherson,46089,163234,0.133
Marshall,46091,1975691,0.812
Meade,46093,118277,0.336
Mellette,46095,21590,0.08
Miner,46097,723416,0.152
Minnehaha,46099,433088,0.279
Moody,46101,138779,0.047
Pennington,46103,32918,0.263
Perkins,46105,119798,0.443
Potter,46107,189323,0.189
Roberts,46109,943416,0.206
Sanborn,46111,1514491,0.623
Spink,46115,978645,0.146
Stanley,46117,79055,0.247
Sully,46119,923325,1.14
Todd,46121,191951,0.31
Tripp,46123,1245915,0.666
Turner,46125,2737414,0.476
Union,46127,654516,0.275
Walworth,46129,38205,0.037
Yankton,46135,2689241,1.467
Carroll,47017,25410,0.049
Cheatham,47021,3759,0.24
Chester,47023,8308,0.201
Cocke,47029,5631,0.174
Coffee,47031,9733,0.066
Dickson,47043,557,0.077
Dyer,47045,1716,0.042
Fayette,47047,53249,0.171
Franklin,47051,45273,0.159
Gibson,47053,242447,0.141
Giles,47055,4195,0.013
Greene,47059,25067,0.297
Hamblen,47063,19692,0.525
Hardeman,47069,10781,0.313
Hardin,47071,7843,0.137
Haywood,47075,6794,0.179
Henderson,47077,6954,0.074
Henry,47079,13494,0.054
Jefferson,47089,21390,1.257
Lake,47095,8636,0.059
Lauderdale,47097,4503,0.027
McNairy,47109,787,0.016
Macon,47111,16970,0.158
Madison,47113,7784,0.075
Maury,47119,13344,0.117
Montgomery,47125,98063,0.219
Obion,47131,97045,0.157
Robertson,47147,118248,0.217
Rutherford,47149,82504,0.549
Shelby,47157,12552,0.14
Smith,47159,21356,0.692
Stewart,47161,80544,0.653
Sumner,47165,11073,0.724
Tipton,47167,1316,0.014
Trousdale,47169,15249,0.274
Washington,47179,90083,0.617
Weakley,47183,69867,0.056
Armstrong,48011,2691,0.045
Atascosa,48013,15508,0.19
Austin,48015,3932,0.021
Bastrop,48021,9978,0.523
Bee,48025,70910,0.189
Bell,48027,863843,0.506
Bexar,48029,43441,0.42
Bowie,48037,445054,1.991
Brazoria,48039,577,0.034
Brazos,48041,79728,0.547
Briscoe,48045,2092,0.191
Burleson,48051,171458,0.904
Caldwell,48055,21297,0.284
Calhoun,48057,26609,0.132
Cameron,48061,151731,0.143
Carson,48065,725,0.002
Castro,48069,1321930,0.128
Chambers,48071,1085,0.128
Collin,48085,5804046,5.876
Colorado,48089,151726,0.331
Comal,48091,3988,0.2
Comanche,48093,32082,0.184
Cooke,48097,27873,1.567
Coryell,48099,111247,0.349
Dallam,48111,3252192,0.561
Dallas,48113,162431,1.414
Deaf Smith,48117,278739,0.284
Delta,48119,826822,3.331
Denton,48121,660733,3.635
De Witt,48123,106901,0.661
Duval,48131,5457,0.283
Ellis,48139,1727580,1.546
Erath,48143,6065,0.052
Falls,48145,815651,0.478
Fannin,48147,2023098,4.334
Fayette,48149,79158,0.24
Floyd,48153,21771,0.425
Fort Bend,48157,13082,0.073
Gillespie,48171,34378,0.844
Goliad,48175,57709,0.938
Gonzales,48177,25468,0.128
Grayson,48181,3376089,7.843
Guadalupe,48187,465033,0.731
Hale,48189,58971,0.289
Hansford,48195,24730,0.022
Harris,48201,61520,0.119
Hartley,48205,13915412,0.521
Hays,48209,6373,0.04
Hidalgo,48215,103060,0.136
Hill,48217,980884,0.458
Hunt,48231,876605,4.184
Jackson,48239,177559,0.115
Jim Wells,48249,72280,0.157
Johnson,48251,36060,0.19
Karnes,48255,142570,0.702
Kaufman,48257,116910,2.658
Kleberg,48273,16528,0.237
Lamar,48277,2037249,4.628
Lamb,48279,6762,0.019
Lavaca,48285,31949,0.217
Lee,48287,15434,2.17
Liberty,48291,240351,0.588
Limestone,48293,98914,0.195
Live Oak,48297,79429,0.259
McLennan,48309,1178030,0.719
Matagorda,48321,243817,0.901
Medina,48325,7824,0.007
Milam,48331,625232,0.542
Moore,48341,348499,0.418
Navarro,48349,153511,0.546
Nueces,48355,67677,0.172
Ochiltree,48357,10951,0.024
Parmer,48369,2132529,0.252
Red River,48387,736230,2.335
Refugio,48391,41449,0.354
Robertson,48395,117229,0.581
San Patricio,48409,23180,0.051
Sherman,48421,393095,0.27
Starr,48427,32222,0.138
Swisher,48437,52695,0.112
Terry,48445,6008,0.249
Tom Green,48451,4932,0.084
Travis,48453,263590,0.646
Uvalde,48463,9640,0.181
Victoria,48469,292505,0.479
Waller,48473,48961,0.18
Wharton,48481,148984,0.261
Wichita,48485,33836,0.254
Wilbarger,48487,56598,0.319
Willacy,48489,60624,0.356
Williamson,48491,1201160,0.741
Wilson,48493,125382,0.46
Wise,48497,53986,3.4
Zavala,48507,1826,0.185
Box Elder,49003,319704,1.549
Cache,49005,14896,1.302
Addison,50001,24238,0.111
Chittenden,50007,5322,0.331
Franklin,50011,68261,0.732
Orleans,50019,12221,0.043
Rutland,50021,5770,0.06
Accomack,51001,248710,0.355
Amelia,51007,21362,0.062
Appomattox,51011,22586,0.633
Augusta,51015,69396,0.239
Bedford,51019,21229,0.187
Brunswick,51025,21295,0.95
Campbell,51031,21006,0.301
Caroline,51033,126573,0.171
Charlotte,51037,7587,0.448
Culpeper,51047,17571,0.072
Dinwiddie,51053,49797,0.455
Essex,51057,69240,0.08
Fauquier,51061,9031,0.02
Franklin,51067,107413,0.288
Frederick,51069,1105,0.006
Greensville,51081,8790,0.58
Halifax,51083,20741,0.384
Hanover,51085,119780,0.311
Isle of Wight,51093,31544,0.821
King and Queen,51097,56906,0.124
King William,51101,74317,0.172
Lancaster,51103,22198,0.132
Loudoun,51107,17408,0.158
Louisa,51109,16189,0.278
Mecklenburg,51117,77151,1.279
Northampton,51131,35960,0.385
Northumberland,51133,24811,0.041
Pittsylvania,51143,29305,0.369
Prince Edward,51147,5034,0.184
Prince George,51149,9458,0.088
Richmond,51159,9283,0.078
Rockbridge,51163,45327,0.257
Rockingham,51165,118814,0.354
Shenandoah,51171,66167,0.205
Smyth,51173,16165,0.673
Southampton,51175,100258,0.626
Spotsylvania,51177,17609,0.265
Surry,51181,23251,0.077
Sussex,51183,16714,0.039
Westmoreland,51193,44991,0.077
Suffolk City,51800,9825,0.139
Adams,53001,48450,0.431
Franklin,53021,27144,0.083
Grant,53025,152394,0.096
Yakima,53077,298803,1.092
Berkeley,54003,27225,0.303
Hampshire,54027,283,0.008
Hardy,54031,26698,0.148
Jefferson,54037,23836,0.052
Mason,54053,116217,1.211
Pendleton,54071,1052,0.036
Adams,55001,224037,0.13
Barron,55005,810789,0.678
Brown,55009,380235,0.225
Buffalo,55011,153720,0.129
Burnett,55013,556666,2.818
Calumet,55015,62403,0.065
Chippewa,55017,504359,0.354
Clark,55019,77013,0.036
Columbia,55021,626614,0.171
Crawford,55023,2377,0.014
Dane,55025,411353,0.131
Dodge,55027,187262,0.104
Door,55029,567944,1.703
Dunn,55033,668411,0.374
Eau Claire,55035,103907,0.179
Fond Du Lac,55039,462596,0.169
Grant,55043,107169,0.104
Green,55045,849985,0.418
Green Lake,55047,273577,0.387
Iowa,55049,82544,0.028
Jackson,55053,54992,0.048
Jefferson,55055,155527,0.202
Juneau,55057,54792,0.175
Kenosha,55059,1674107,1.979
Kewaunee,55061,899665,1.721
La Crosse,55063,80909,0.613
Lafayette,55065,1773986,0.482
Langlade,55067,135240,0.702
Lincoln,55069,136044,0.738
Manitowoc,55071,308816,0.115
Marathon,55073,534597,0.295
Marinette,55075,450484,0.58
Marquette,55077,494462,0.845
Monroe,55081,139129,0.233
Oconto,55083,862707,0.687
Outagamie,55087,237067,0.127
Ozaukee,55089,19054,0.532
Pepin,55091,126049,0.391
Pierce,55093,47845,0.102
Polk,55095,664895,0.549
Portage,55097,121575,0.331
Price,55099,853,0.017
Racine,55101,2152993,1.303
Richland,55103,28870,0.047
Rock,55105,1197934,0.179
Rusk,55107,151564,0.727
St Croix,55109,196008,0.114
Sauk,55111,138069,0.096
Sawyer,55113,227081,1.536
Shawano,55115,1039764,0.846
Sheboygan,55117,382911,0.999
Taylor,55119,53413,0.098
Trempealeau,55121,48078,0.871
Vernon,55123,49740,0.604
Walworth,55127,1504603,0.566
Washburn,55129,413362,1.53
Washington,55131,29220,0.245
Waukesha,55133,123871,0.206
Waupaca,55135,374570,0.277
Waushara,55137,75534,0.103
Winnebago,55139,75790,0.067
Wood,55141,48202,0.061
Big Horn,56003,55669,0.107
Goshen,56015,152272,0.158
Laramie,56021,29849,0.111
Park,56029,10468,0.091
Platte,56031,48691,0.199
